sample_index,timestamp,elapsed_seconds,image_file,steering_normalized,steering_angle_est_deg,steering_gain,throttle_normalized,throttle_gain
22,2026-08-24T22:42:28.176,22.000,images/frame_000022.jpg,0.000000,0.000,-1.000,0.905882,0.900
23,2026-08-24T22:42:29.176,23.000,images/frame_000023.jpg,0.000000,0.000,-1.000,0.984314,0.900
24,2026-08-24T22:42:30.176,24.000,images/frame_000024.jpg,0.000000,0.000,-1.000,0.984314,0.900
25,2026-08-24T22:42:31.176,25.000,images/frame_000025.jpg,1.000000,30.000,-1.000,0.984314,0.900
26,2026-08-24T22:42:32.176,26.000,images/frame_000026.jpg,0.000000,0.000,-1.000,0.984314,0.900
27,2026-08-24T22:42:33.176,27.000,images/frame_000027.jpg,0.000000,0.000,-1.000,0.984314,0.900
28,2026-08-24T22:42:34.176,28.000,images/frame_000028.jpg,1.000000,30.000,-1.000,0.984314,0.900
29,2026-08-24T22:42:35.176,29.000,images/frame_000029.jpg,0.000000,0.000,-1.000,0.984314,0.900
30,2026-08-24T22:42:36.176,30.000,images/frame_000030.jpg,-0.207843,-6.235,-1.000,0.984314,0.900
31,2026-08-24T22:42:37.176,31.000,images/frame_000031.jpg,0.000000,0.000,-1.000,0.984314,0.900
32,2026-08-24T22:42:38.177,32.001,images/frame_000032.jpg,0.000000,0.000,-1.000,0.984314,0.900
33,2026-08-24T22:42:39.176,33.000,images/frame_000033.jpg,0.000000,0.000,-1.000,0.984314,0.900
34,2026-08-24T22:42:40.176,34.000,images/frame_000034.jpg,1.000000,30.000,-1.000,0.984314,0.900
35,2026-08-24T22:42:41.176,35.000,images/frame_000035.jpg,1.000000,30.000,-1.000,0.984314,0.900
36,2026-08-24T22:42:42.176,36.000,images/frame_000036.jpg,0.000000,0.000,-1.000,0.984314,0.900
37,2026-08-24T22:42:43.176,37.000,images/frame_000037.jpg,0.000000,0.000,-1.000,0.984314,0.900
38,2026-08-24T22:42:44.176,38.000,images/frame_000038.jpg,0.000000,0.000,-1.000,0.984314,0.900
39,2026-08-24T22:42:45.176,39.000,images/frame_000039.jpg,0.000000,0.000,-1.000,0.984314,0.900
40,2026-08-24T22:42:46.176,40.000,images/frame_000040.jpg,0.000000,0.000,-1.000,0.984314,0.900
41,2026-08-24T22:42:47.176,41.000,images/frame_000041.jpg,0.000000,0.000,-1.000,0.984314,0.900
42,2026-08-24T22:42:48.177,42.001,images/frame_000042.jpg,1.000000,30.000,-1.000,0.984314,0.900
43,2026-08-24T22:42:49.176,43.000,images/frame_000043.jpg,1.000000,30.000,-1.000,0.984314,0.900
44,2026-08-24T22:42:50.176,44.000,images/frame_000044.jpg,1.000000,30.000,-1.000,0.984314,0.900
45,2026-08-24T22:42:51.176,45.000,images/frame_000045.jpg,0.000000,0.000,-1.000,0.984314,0.900
46,2026-08-24T22:42:52.176,46.000,images/frame_000046.jpg,0.000000,0.000,-1.000,1.000000,0.900
47,2026-08-24T22:42:53.176,47.000,images/frame_000047.jpg,0.000000,0.000,-1.000,1.000000,0.900
48,2026-08-24T22:42:54.176,48.000,images/frame_000048.jpg,0.000000,0.000,-1.000,1.000000,0.900
49,2026-08-24T22:42:55.176,49.000,images/frame_000049.jpg,0.000000,0.000,-1.000,1.000000,0.900
50,2026-08-24T22:42:56.176,50.000,images/frame_000050.jpg,0.000000,0.000,-1.000,1.000000,0.900
51,2026-08-24T22:42:57.176,51.000,images/frame_000051.jpg,0.152941,4.588,-1.000,1.000000,0.900
52,2026-08-24T22:42:58.176,52.000,images/frame_000052.jpg,0.827451,24.824,-1.000,1.000000,0.900
53,2026-08-24T22:42:59.176,53.000,images/frame_000053.jpg,0.000000,0.000,-1.000,1.000000,0.900
54,2026-08-24T22:43:00.176,54.000,images/frame_000054.jpg,0.000000,0.000,-1.000,1.000000,0.900
55,2026-08-24T22:43:01.176,55.000,images/frame_000055.jpg,0.000000,0.000,-1.000,1.000000,0.900
56,2026-08-24T22:43:02.176,56.000,images/frame_000056.jpg,0.000000,0.000,-1.000,1.000000,0.900
57,2026-08-24T22:43:03.176,57.000,images/frame_000057.jpg,0.000000,0.000,-1.000,1.000000,0.900
58,2026-08-24T22:43:04.176,58.000,images/frame_000058.jpg,0.000000,0.000,-1.000,1.000000,0.900
59,2026-08-24T22:43:05.176,59.000,images/frame_000059.jpg,0.000000,0.000,-1.000,1.000000,0.900
60,2026-08-24T22:43:06.176,60.000,images/frame_000060.jpg,1.000000,30.000,-1.000,1.000000,0.900
61,2026-08-24T22:43:07.176,61.000,images/frame_000061.jpg,0.000000,0.000,-1.000,1.000000,0.900
62,2026-08-24T22:43:08.176,62.000,images/frame_000062.jpg,0.000000,0.000,-1.000,1.000000,0.900
63,2026-08-24T22:43:09.176,63.000,images/frame_000063.jpg,0.000000,0.000,-1.000,1.000000,0.900
64,2026-08-24T22:43:10.176,64.000,images/frame_000064.jpg,1.000000,30.000,-1.000,1.000000,0.900
65,2026-08-24T22:43:11.176,65.000,images/frame_000065.jpg,1.000000,30.000,-1.000,1.000000,0.900
66,2026-08-24T22:43:12.176,66.000,images/frame_000066.jpg,1.000000,30.000,-1.000,1.000000,0.900
67,2026-08-24T22:43:13.176,67.000,images/frame_000067.jpg,1.000000,30.000,-1.000,1.000000,0.900
68,2026-08-24T22:43:14.176,68.000,images/frame_000068.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
69,2026-08-24T22:43:15.178,69.002,images/frame_000069.jpg,0.000000,0.000,-1.000,1.000000,0.900
70,2026-08-24T22:43:16.176,70.000,images/frame_000070.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
71,2026-08-24T22:43:17.176,71.000,images/frame_000071.jpg,0.000000,0.000,-1.000,1.000000,0.900
72,2026-08-24T22:43:18.176,72.000,images/frame_000072.jpg,1.000000,30.000,-1.000,1.000000,0.900
73,2026-08-24T22:43:19.176,73.000,images/frame_000073.jpg,1.000000,30.000,-1.000,1.000000,0.900
74,2026-08-24T22:43:20.176,74.000,images/frame_000074.jpg,0.294118,8.824,-1.000,1.000000,0.900
75,2026-08-24T22:43:21.176,75.000,images/frame_000075.jpg,1.000000,30.000,-1.000,1.000000,0.900
76,2026-08-24T22:43:22.176,76.000,images/frame_000076.jpg,0.000000,0.000,-1.000,1.000000,0.900
77,2026-08-24T22:43:23.176,77.000,images/frame_000077.jpg,0.000000,0.000,-1.000,1.000000,0.900
78,2026-08-24T22:43:24.176,78.000,images/frame_000078.jpg,0.000000,0.000,-1.000,1.000000,0.900
79,2026-08-24T22:43:25.176,79.000,images/frame_000079.jpg,-0.247059,-7.412,-1.000,1.000000,0.900
80,2026-08-24T22:43:26.176,80.000,images/frame_000080.jpg,0.000000,0.000,-1.000,1.000000,0.900
81,2026-08-24T22:43:27.176,81.000,images/frame_000081.jpg,0.772549,23.176,-1.000,1.000000,0.900
82,2026-08-24T22:43:28.176,82.000,images/frame_000082.jpg,0.000000,0.000,-1.000,1.000000,0.900
83,2026-08-24T22:43:29.176,83.000,images/frame_000083.jpg,0.866667,26.000,-1.000,1.000000,0.900
84,2026-08-24T22:43:30.176,84.000,images/frame_000084.jpg,0.000000,0.000,-1.000,1.000000,0.900
85,2026-08-24T22:43:31.176,85.000,images/frame_000085.jpg,0.000000,0.000,-1.000,1.000000,0.900
86,2026-08-24T22:43:32.176,86.000,images/frame_000086.jpg,0.000000,0.000,-1.000,1.000000,0.900
87,2026-08-24T22:43:33.176,87.000,images/frame_000087.jpg,1.000000,30.000,-1.000,1.000000,0.900
88,2026-08-24T22:43:34.176,88.000,images/frame_000088.jpg,1.000000,30.000,-1.000,1.000000,0.900
89,2026-08-24T22:43:35.176,89.000,images/frame_000089.jpg,1.000000,30.000,-1.000,1.000000,0.900
90,2026-08-24T22:43:36.176,90.000,images/frame_000090.jpg,0.458824,13.765,-1.000,1.000000,0.900
91,2026-08-24T22:43:37.176,91.000,images/frame_000091.jpg,0.000000,0.000,-1.000,1.000000,0.900
92,2026-08-24T22:43:38.176,92.000,images/frame_000092.jpg,0.000000,0.000,-1.000,1.000000,0.900
93,2026-08-24T22:43:39.176,93.000,images/frame_000093.jpg,0.000000,0.000,-1.000,1.000000,0.900
94,2026-08-24T22:43:40.176,94.000,images/frame_000094.jpg,0.000000,0.000,-1.000,1.000000,0.900
95,2026-08-24T22:43:41.179,95.003,images/frame_000095.jpg,0.529412,15.882,-1.000,1.000000,0.900
96,2026-08-24T22:43:42.176,96.000,images/frame_000096.jpg,0.000000,0.000,-1.000,1.000000,0.900
97,2026-08-24T22:43:43.176,97.000,images/frame_000097.jpg,0.176471,5.294,-1.000,0.654902,0.900
98,2026-08-24T22:43:44.176,98.000,images/frame_000098.jpg,1.000000,30.000,-1.000,0.733333,0.900
99,2026-08-24T22:43:45.176,99.000,images/frame_000099.jpg,0.000000,0.000,-1.000,0.600000,0.900
100,2026-08-24T22:43:46.176,100.000,images/frame_000100.jpg,1.000000,30.000,-1.000,0.513725,0.900
101,2026-08-24T22:43:47.176,101.000,images/frame_000101.jpg,0.000000,0.000,-1.000,0.882353,0.900
102,2026-08-24T22:43:48.176,102.001,images/frame_000102.jpg,0.000000,0.000,-1.000,1.000000,0.900
103,2026-08-24T22:43:49.176,103.000,images/frame_000103.jpg,0.000000,0.000,-1.000,1.000000,0.900
104,2026-08-24T22:43:50.177,104.001,images/frame_000104.jpg,0.000000,0.000,-1.000,1.000000,0.900
105,2026-08-24T22:43:51.176,105.000,images/frame_000105.jpg,0.000000,0.000,-1.000,1.000000,0.900
106,2026-08-24T22:43:52.176,106.000,images/frame_000106.jpg,0.000000,0.000,-1.000,1.000000,0.900
107,2026-08-24T22:43:53.176,107.000,images/frame_000107.jpg,0.000000,0.000,-1.000,1.000000,0.900
108,2026-08-24T22:43:54.177,108.001,images/frame_000108.jpg,0.000000,0.000,-1.000,1.000000,0.900
109,2026-08-24T22:43:55.176,109.000,images/frame_000109.jpg,0.000000,0.000,-1.000,0.945098,0.900
110,2026-08-24T22:43:56.176,110.000,images/frame_000110.jpg,0.000000,0.000,-1.000,1.000000,0.900
111,2026-08-24T22:43:57.176,111.000,images/frame_000111.jpg,0.000000,0.000,-1.000,1.000000,0.900
112,2026-08-24T22:43:58.176,112.000,images/frame_000112.jpg,0.000000,0.000,-1.000,1.000000,0.900
113,2026-08-24T22:43:59.176,113.000,images/frame_000113.jpg,0.000000,0.000,-1.000,1.000000,0.900
114,2026-08-24T22:44:00.176,114.000,images/frame_000114.jpg,0.000000,0.000,-1.000,0.992157,0.900
115,2026-08-24T22:44:01.176,115.000,images/frame_000115.jpg,0.000000,0.000,-1.000,1.000000,0.900
116,2026-08-24T22:44:02.176,116.000,images/frame_000116.jpg,0.000000,0.000,-1.000,0.905882,0.900
117,2026-08-24T22:44:03.176,117.000,images/frame_000117.jpg,1.000000,30.000,-1.000,0.772549,0.900
118,2026-08-24T22:44:04.177,118.001,images/frame_000118.jpg,0.000000,0.000,-1.000,0.890196,0.900
119,2026-08-24T22:44:05.176,119.000,images/frame_000119.jpg,0.000000,0.000,-1.000,0.647059,0.900
120,2026-08-24T22:44:06.176,120.000,images/frame_000120.jpg,0.000000,0.000,-1.000,1.000000,0.900
121,2026-08-24T22:44:07.176,121.000,images/frame_000121.jpg,0.000000,0.000,-1.000,1.000000,0.900
122,2026-08-24T22:44:08.177,122.001,images/frame_000122.jpg,0.584314,17.529,-1.000,0.882353,0.900
123,2026-08-24T22:44:09.176,123.000,images/frame_000123.jpg,1.000000,30.000,-1.000,0.270588,0.900
124,2026-08-24T22:44:10.176,124.001,images/frame_000124.jpg,1.000000,30.000,-1.000,0.560784,0.900
125,2026-08-24T22:44:11.176,125.000,images/frame_000125.jpg,0.247059,7.412,-1.000,0.631373,0.900
126,2026-08-24T22:44:12.176,126.000,images/frame_000126.jpg,0.913725,27.412,-1.000,0.764706,0.900
127,2026-08-24T22:44:13.176,127.000,images/frame_000127.jpg,1.000000,30.000,-1.000,0.600000,0.900
128,2026-08-24T22:44:14.176,128.000,images/frame_000128.jpg,0.000000,0.000,-1.000,0.866667,0.900
129,2026-08-24T22:44:15.176,129.000,images/frame_000129.jpg,0.000000,0.000,-1.000,1.000000,0.900
130,2026-08-24T22:44:16.176,130.000,images/frame_000130.jpg,0.000000,0.000,-1.000,1.000000,0.900
131,2026-08-24T22:44:17.176,131.000,images/frame_000131.jpg,0.000000,0.000,-1.000,1.000000,0.900
132,2026-08-24T22:44:18.176,132.000,images/frame_000132.jpg,0.000000,0.000,-1.000,1.000000,0.900
133,2026-08-24T22:44:19.176,133.000,images/frame_000133.jpg,0.000000,0.000,-1.000,1.000000,0.900
134,2026-08-24T22:44:20.176,134.000,images/frame_000134.jpg,1.000000,30.000,-1.000,0.513725,0.900
135,2026-08-24T22:44:21.176,135.000,images/frame_000135.jpg,1.000000,30.000,-1.000,0.560784,0.900
136,2026-08-24T22:44:22.176,136.000,images/frame_000136.jpg,0.000000,0.000,-1.000,1.000000,0.900
137,2026-08-24T22:44:23.177,137.001,images/frame_000137.jpg,1.000000,30.000,-1.000,1.000000,0.900
138,2026-08-24T22:44:24.176,138.000,images/frame_000138.jpg,0.000000,0.000,-1.000,1.000000,0.900
139,2026-08-24T22:44:25.176,139.000,images/frame_000139.jpg,0.000000,0.000,-1.000,0.992157,0.900
140,2026-08-24T22:44:26.176,140.000,images/frame_000140.jpg,0.000000,0.000,-1.000,1.000000,0.900
141,2026-08-24T22:44:27.176,141.000,images/frame_000141.jpg,1.000000,30.000,-1.000,0.654902,0.900
142,2026-08-24T22:44:28.176,142.000,images/frame_000142.jpg,1.000000,30.000,-1.000,0.623529,0.900
143,2026-08-24T22:44:29.176,143.000,images/frame_000143.jpg,1.000000,30.000,-1.000,1.000000,0.900
144,2026-08-24T22:44:30.176,144.000,images/frame_000144.jpg,1.000000,30.000,-1.000,1.000000,0.900
145,2026-08-24T22:44:31.176,145.000,images/frame_000145.jpg,1.000000,30.000,-1.000,0.121569,0.900
146,2026-08-24T22:44:32.176,146.000,images/frame_000146.jpg,0.000000,0.000,-1.000,1.000000,0.900
147,2026-08-24T22:44:33.176,147.000,images/frame_000147.jpg,0.000000,0.000,-1.000,1.000000,0.900
148,2026-08-24T22:44:34.178,148.002,images/frame_000148.jpg,0.000000,0.000,-1.000,1.000000,0.900
149,2026-08-24T22:44:35.176,149.000,images/frame_000149.jpg,0.000000,0.000,-1.000,1.000000,0.900
150,2026-08-24T22:44:36.176,150.000,images/frame_000150.jpg,0.000000,0.000,-1.000,1.000000,0.900
151,2026-08-24T22:44:37.179,151.003,images/frame_000151.jpg,0.976471,29.294,-1.000,1.000000,0.900
152,2026-08-24T22:44:38.176,152.000,images/frame_000152.jpg,0.000000,0.000,-1.000,0.945098,0.900
153,2026-08-24T22:44:39.176,153.000,images/frame_000153.jpg,1.000000,30.000,-1.000,0.607843,0.900
154,2026-08-24T22:44:40.176,154.000,images/frame_000154.jpg,1.000000,30.000,-1.000,0.545098,0.900
155,2026-08-24T22:44:41.176,155.000,images/frame_000155.jpg,0.000000,0.000,-1.000,0.482353,0.900
156,2026-08-24T22:44:42.176,156.000,images/frame_000156.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
157,2026-08-24T22:44:43.176,157.000,images/frame_000157.jpg,0.000000,0.000,-1.000,1.000000,0.900
158,2026-08-24T22:44:44.176,158.000,images/frame_000158.jpg,0.000000,0.000,-1.000,1.000000,0.900
159,2026-08-24T22:44:45.177,159.001,images/frame_000159.jpg,0.301961,9.059,-1.000,1.000000,0.900
160,2026-08-24T22:44:46.176,160.000,images/frame_000160.jpg,0.000000,0.000,-1.000,1.000000,0.900
161,2026-08-24T22:44:47.177,161.001,images/frame_000161.jpg,1.000000,30.000,-1.000,0.913725,0.900
162,2026-08-24T22:44:48.177,162.001,images/frame_000162.jpg,0.000000,0.000,-1.000,0.764706,0.900
163,2026-08-24T22:44:49.177,163.001,images/frame_000163.jpg,0.000000,0.000,-1.000,0.929412,0.900
164,2026-08-24T22:44:50.178,164.002,images/frame_000164.jpg,0.000000,0.000,-1.000,1.000000,0.900
165,2026-08-24T22:44:51.177,165.001,images/frame_000165.jpg,1.000000,30.000,-1.000,0.819608,0.900
166,2026-08-24T22:44:52.176,166.000,images/frame_000166.jpg,0.000000,0.000,-1.000,1.000000,0.900
167,2026-08-24T22:44:53.176,167.000,images/frame_000167.jpg,0.000000,0.000,-1.000,1.000000,0.900
168,2026-08-24T22:44:54.176,168.000,images/frame_000168.jpg,0.000000,0.000,-1.000,0.741176,0.900
169,2026-08-24T22:44:55.176,169.000,images/frame_000169.jpg,1.000000,30.000,-1.000,0.858824,0.900
170,2026-08-24T22:44:56.176,170.000,images/frame_000170.jpg,0.000000,0.000,-1.000,1.000000,0.900
171,2026-08-24T22:44:57.176,171.000,images/frame_000171.jpg,0.317647,9.529,-1.000,1.000000,0.900
172,2026-08-24T22:44:58.177,172.001,images/frame_000172.jpg,1.000000,30.000,-1.000,0.615686,0.900
173,2026-08-24T22:44:59.176,173.000,images/frame_000173.jpg,0.000000,0.000,-1.000,0.600000,0.900
174,2026-08-24T22:45:00.176,174.000,images/frame_000174.jpg,0.000000,0.000,-1.000,0.686275,0.900
175,2026-08-24T22:45:01.176,175.000,images/frame_000175.jpg,-0.215686,-6.471,-1.000,1.000000,0.900
176,2026-08-24T22:45:02.176,176.000,images/frame_000176.jpg,0.000000,0.000,-1.000,1.000000,0.900
177,2026-08-24T22:45:03.177,177.001,images/frame_000177.jpg,0.000000,0.000,-1.000,0.898039,0.900
178,2026-08-24T22:45:04.176,178.000,images/frame_000178.jpg,1.000000,30.000,-1.000,0.686275,0.900
179,2026-08-24T22:45:05.176,179.000,images/frame_000179.jpg,1.000000,30.000,-1.000,0.725490,0.900
180,2026-08-24T22:45:06.176,180.000,images/frame_000180.jpg,1.000000,30.000,-1.000,0.952941,0.900
181,2026-08-24T22:45:07.176,181.000,images/frame_000181.jpg,1.000000,30.000,-1.000,0.552941,0.900
182,2026-08-24T22:45:08.176,182.000,images/frame_000182.jpg,0.000000,0.000,-1.000,0.482353,0.900
183,2026-08-24T22:45:09.176,183.000,images/frame_000183.jpg,0.443137,13.294,-1.000,0.568627,0.900
184,2026-08-24T22:45:10.179,184.003,images/frame_000184.jpg,0.000000,0.000,-1.000,1.000000,0.900
185,2026-08-24T22:45:11.176,185.000,images/frame_000185.jpg,0.000000,0.000,-1.000,0.749020,0.900
186,2026-08-24T22:45:12.176,186.000,images/frame_000186.jpg,0.000000,0.000,-1.000,0.780392,0.900
187,2026-08-24T22:45:13.176,187.000,images/frame_000187.jpg,0.000000,0.000,-1.000,1.000000,0.900
188,2026-08-24T22:45:14.176,188.000,images/frame_000188.jpg,0.000000,0.000,-1.000,0.976471,0.900
189,2026-08-24T22:45:15.176,189.000,images/frame_000189.jpg,0.764706,22.941,-1.000,0.678431,0.900
190,2026-08-24T22:45:16.176,190.000,images/frame_000190.jpg,0.000000,0.000,-1.000,1.000000,0.900
191,2026-08-24T22:45:17.181,191.005,images/frame_000191.jpg,0.576471,17.294,-1.000,0.576471,0.900
192,2026-08-24T22:45:18.176,192.000,images/frame_000192.jpg,0.000000,0.000,-1.000,0.529412,0.900
193,2026-08-24T22:45:19.178,193.002,images/frame_000193.jpg,0.000000,0.000,-1.000,1.000000,0.900
194,2026-08-24T22:45:20.176,194.000,images/frame_000194.jpg,0.000000,0.000,-1.000,1.000000,0.900
195,2026-08-24T22:45:21.177,195.001,images/frame_000195.jpg,0.000000,0.000,-1.000,1.000000,0.900
196,2026-08-24T22:45:22.177,196.001,images/frame_000196.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
197,2026-08-24T22:45:23.176,197.000,images/frame_000197.jpg,0.000000,0.000,-1.000,0.623529,0.900
198,2026-08-24T22:45:24.178,198.002,images/frame_000198.jpg,0.000000,0.000,-1.000,0.905882,0.900
199,2026-08-24T22:45:25.176,199.000,images/frame_000199.jpg,0.000000,0.000,-1.000,0.741176,0.900
200,2026-08-24T22:45:26.176,200.000,images/frame_000200.jpg,0.000000,0.000,-1.000,1.000000,0.900
201,2026-08-24T22:45:27.176,201.000,images/frame_000201.jpg,0.000000,0.000,-1.000,0.960784,0.900
202,2026-08-24T22:45:28.176,202.000,images/frame_000202.jpg,0.000000,0.000,-1.000,0.952941,0.900
203,2026-08-24T22:45:29.177,203.001,images/frame_000203.jpg,0.662745,19.882,-1.000,1.000000,0.900
204,2026-08-24T22:45:30.176,204.000,images/frame_000204.jpg,-0.725490,-21.765,-1.000,1.000000,0.900
205,2026-08-24T22:45:31.176,205.000,images/frame_000205.jpg,0.000000,0.000,-1.000,1.000000,0.900
206,2026-08-24T22:45:32.176,206.000,images/frame_000206.jpg,1.000000,30.000,-1.000,1.000000,0.900
207,2026-08-24T22:45:33.176,207.000,images/frame_000207.jpg,1.000000,30.000,-1.000,1.000000,0.900
208,2026-08-24T22:45:34.176,208.000,images/frame_000208.jpg,0.223529,6.706,-1.000,1.000000,0.900
209,2026-08-24T22:45:35.176,209.000,images/frame_000209.jpg,1.000000,30.000,-1.000,1.000000,0.900
210,2026-08-24T22:45:36.176,210.000,images/frame_000210.jpg,0.741176,22.235,-1.000,0.788235,0.900
211,2026-08-24T22:45:37.176,211.000,images/frame_000211.jpg,0.000000,0.000,-1.000,1.000000,0.900
212,2026-08-24T22:45:38.177,212.001,images/frame_000212.jpg,-0.647059,-19.412,-1.000,1.000000,0.900
213,2026-08-24T22:45:39.176,213.000,images/frame_000213.jpg,0.000000,0.000,-1.000,1.000000,0.900
214,2026-08-24T22:45:40.177,214.001,images/frame_000214.jpg,1.000000,30.000,-1.000,0.623529,0.900
215,2026-08-24T22:45:41.176,215.000,images/frame_000215.jpg,0.647059,19.412,-1.000,0.733333,0.900
216,2026-08-24T22:45:42.176,216.000,images/frame_000216.jpg,1.000000,30.000,-1.000,0.678431,0.900
217,2026-08-24T22:45:43.177,217.001,images/frame_000217.jpg,0.662745,19.882,-1.000,0.686275,0.900
218,2026-08-24T22:45:44.176,218.000,images/frame_000218.jpg,1.000000,30.000,-1.000,0.796078,0.900
219,2026-08-24T22:45:45.176,219.000,images/frame_000219.jpg,0.000000,0.000,-1.000,0.607843,0.900
220,2026-08-24T22:45:46.176,220.000,images/frame_000220.jpg,0.000000,0.000,-1.000,0.662745,0.900
221,2026-08-24T22:45:47.176,221.000,images/frame_000221.jpg,0.000000,0.000,-1.000,0.000000,0.900
