sample_index,timestamp,elapsed_seconds,image_file,steering_normalized,steering_angle_est_deg,steering_gain,throttle_normalized,throttle_gain
18,2026-08-24T22:39:48.813,18.000,images/frame_000018.jpg,0.000000,0.000,-1.000,1.000000,0.900
19,2026-08-24T22:39:49.813,19.000,images/frame_000019.jpg,0.000000,0.000,-1.000,1.000000,0.900
20,2026-08-24T22:39:50.813,20.000,images/frame_000020.jpg,1.000000,30.000,-1.000,1.000000,0.900
21,2026-08-24T22:39:51.813,21.000,images/frame_000021.jpg,0.000000,0.000,-1.000,1.000000,0.900
22,2026-08-24T22:39:52.813,22.000,images/frame_000022.jpg,0.000000,0.000,-1.000,1.000000,0.900
23,2026-08-24T22:39:53.813,23.000,images/frame_000023.jpg,0.000000,0.000,-1.000,1.000000,0.900
24,2026-08-24T22:39:54.813,24.001,images/frame_000024.jpg,0.000000,0.000,-1.000,1.000000,0.900
25,2026-08-24T22:39:55.814,25.001,images/frame_000025.jpg,0.000000,0.000,-1.000,1.000000,0.900
26,2026-08-24T22:39:56.813,26.000,images/frame_000026.jpg,0.000000,0.000,-1.000,1.000000,0.900
27,2026-08-24T22:39:57.813,27.000,images/frame_000027.jpg,0.000000,0.000,-1.000,1.000000,0.900
28,2026-08-24T22:39:58.813,28.000,images/frame_000028.jpg,0.000000,0.000,-1.000,1.000000,0.900
29,2026-08-24T22:39:59.813,29.000,images/frame_000029.jpg,0.000000,0.000,-1.000,1.000000,0.900
30,2026-08-24T22:40:00.813,30.000,images/frame_000030.jpg,0.000000,0.000,-1.000,1.000000,0.900
31,2026-08-24T22:40:01.813,31.000,images/frame_000031.jpg,-0.396078,-11.882,-1.000,1.000000,0.900
32,2026-08-24T22:40:02.813,32.000,images/frame_000032.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
33,2026-08-24T22:40:03.813,33.001,images/frame_000033.jpg,0.000000,0.000,-1.000,1.000000,0.900
34,2026-08-24T22:40:04.813,34.000,images/frame_000034.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
35,2026-08-24T22:40:05.813,35.000,images/frame_000035.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
36,2026-08-24T22:40:06.813,36.000,images/frame_000036.jpg,1.000000,30.000,-1.000,1.000000,0.900
37,2026-08-24T22:40:07.813,37.000,images/frame_000037.jpg,0.000000,0.000,-1.000,1.000000,0.900
38,2026-08-24T22:40:08.813,38.000,images/frame_000038.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
39,2026-08-24T22:40:09.813,39.000,images/frame_000039.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
40,2026-08-24T22:40:10.813,40.000,images/frame_000040.jpg,0.000000,0.000,-1.000,1.000000,0.900
41,2026-08-24T22:40:11.813,41.000,images/frame_000041.jpg,0.000000,0.000,-1.000,1.000000,0.900
42,2026-08-24T22:40:12.813,42.000,images/frame_000042.jpg,0.000000,0.000,-1.000,1.000000,0.900
43,2026-08-24T22:40:13.813,43.000,images/frame_000043.jpg,0.000000,0.000,-1.000,1.000000,0.900
44,2026-08-24T22:40:14.813,44.000,images/frame_000044.jpg,0.000000,0.000,-1.000,1.000000,0.900
45,2026-08-24T22:40:15.813,45.000,images/frame_000045.jpg,0.000000,0.000,-1.000,1.000000,0.900
46,2026-08-24T22:40:16.813,46.000,images/frame_000046.jpg,0.000000,0.000,-1.000,1.000000,0.900
47,2026-08-24T22:40:17.813,47.001,images/frame_000047.jpg,0.000000,0.000,-1.000,1.000000,0.900
48,2026-08-24T22:40:18.813,48.001,images/frame_000048.jpg,0.000000,0.000,-1.000,1.000000,0.900
49,2026-08-24T22:40:19.813,49.000,images/frame_000049.jpg,0.000000,0.000,-1.000,1.000000,0.900
50,2026-08-24T22:40:20.813,50.001,images/frame_000050.jpg,0.000000,0.000,-1.000,1.000000,0.900
51,2026-08-24T22:40:21.813,51.001,images/frame_000051.jpg,0.000000,0.000,-1.000,1.000000,0.900
52,2026-08-24T22:40:22.813,52.000,images/frame_000052.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
53,2026-08-24T22:40:23.814,53.002,images/frame_000053.jpg,0.000000,0.000,-1.000,1.000000,0.900
54,2026-08-24T22:40:24.813,54.000,images/frame_000054.jpg,0.000000,0.000,-1.000,1.000000,0.900
55,2026-08-24T22:40:25.814,55.001,images/frame_000055.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
56,2026-08-24T22:40:26.813,56.000,images/frame_000056.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
57,2026-08-24T22:40:27.813,57.001,images/frame_000057.jpg,0.000000,0.000,-1.000,1.000000,0.900
58,2026-08-24T22:40:28.813,58.000,images/frame_000058.jpg,0.000000,0.000,-1.000,1.000000,0.900
59,2026-08-24T22:40:29.813,59.000,images/frame_000059.jpg,0.000000,0.000,-1.000,1.000000,0.900
60,2026-08-24T22:40:30.813,60.000,images/frame_000060.jpg,1.000000,30.000,-1.000,1.000000,0.900
61,2026-08-24T22:40:31.813,61.000,images/frame_000061.jpg,0.000000,0.000,-1.000,1.000000,0.900
62,2026-08-24T22:40:32.813,62.000,images/frame_000062.jpg,0.000000,0.000,-1.000,1.000000,0.900
63,2026-08-24T22:40:33.813,63.000,images/frame_000063.jpg,0.000000,0.000,-1.000,1.000000,0.900
64,2026-08-24T22:40:34.813,64.000,images/frame_000064.jpg,0.000000,0.000,-1.000,1.000000,0.900
65,2026-08-24T22:40:35.813,65.000,images/frame_000065.jpg,0.000000,0.000,-1.000,1.000000,0.900
66,2026-08-24T22:40:36.813,66.000,images/frame_000066.jpg,0.000000,0.000,-1.000,1.000000,0.900
67,2026-08-24T22:40:37.813,67.000,images/frame_000067.jpg,0.000000,0.000,-1.000,1.000000,0.900
68,2026-08-24T22:40:38.813,68.000,images/frame_000068.jpg,0.000000,0.000,-1.000,1.000000,0.900
69,2026-08-24T22:40:39.813,69.000,images/frame_000069.jpg,1.000000,30.000,-1.000,1.000000,0.900
70,2026-08-24T22:40:40.813,70.000,images/frame_000070.jpg,1.000000,30.000,-1.000,1.000000,0.900
71,2026-08-24T22:40:41.813,71.000,images/frame_000071.jpg,0.670588,20.118,-1.000,1.000000,0.900
72,2026-08-24T22:40:42.813,72.000,images/frame_000072.jpg,0.000000,0.000,-1.000,1.000000,0.900
73,2026-08-24T22:40:43.813,73.000,images/frame_000073.jpg,0.000000,0.000,-1.000,1.000000,0.900
74,2026-08-24T22:40:44.813,74.000,images/frame_000074.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
75,2026-08-24T22:40:45.813,75.000,images/frame_000075.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
76,2026-08-24T22:40:46.813,76.001,images/frame_000076.jpg,-0.890196,-26.706,-1.000,1.000000,0.900
77,2026-08-24T22:40:47.813,77.000,images/frame_000077.jpg,0.000000,0.000,-1.000,1.000000,0.900
78,2026-08-24T22:40:48.813,78.000,images/frame_000078.jpg,0.000000,0.000,-1.000,1.000000,0.900
79,2026-08-24T22:40:49.813,79.000,images/frame_000079.jpg,0.000000,0.000,-1.000,1.000000,0.900
80,2026-08-24T22:40:50.813,80.000,images/frame_000080.jpg,0.000000,0.000,-1.000,1.000000,0.900
81,2026-08-24T22:40:51.813,81.000,images/frame_000081.jpg,0.000000,0.000,-1.000,1.000000,0.900
82,2026-08-24T22:40:52.813,82.000,images/frame_000082.jpg,0.000000,0.000,-1.000,1.000000,0.900
83,2026-08-24T22:40:53.813,83.000,images/frame_000083.jpg,-0.419608,-12.588,-1.000,1.000000,0.900
84,2026-08-24T22:40:54.813,84.000,images/frame_000084.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
85,2026-08-24T22:40:55.813,85.000,images/frame_000085.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
86,2026-08-24T22:40:56.813,86.000,images/frame_000086.jpg,0.000000,0.000,-1.000,1.000000,0.900
87,2026-08-24T22:40:57.813,87.000,images/frame_000087.jpg,0.000000,0.000,-1.000,1.000000,0.900
88,2026-08-24T22:40:58.813,88.000,images/frame_000088.jpg,0.000000,0.000,-1.000,1.000000,0.900
89,2026-08-24T22:40:59.814,89.001,images/frame_000089.jpg,-0.952941,-28.588,-1.000,1.000000,0.900
90,2026-08-24T22:41:00.813,90.000,images/frame_000090.jpg,0.000000,0.000,-1.000,1.000000,0.900
91,2026-08-24T22:41:01.813,91.000,images/frame_000091.jpg,0.000000,0.000,-1.000,1.000000,0.900
92,2026-08-24T22:41:02.813,92.000,images/frame_000092.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
93,2026-08-24T22:41:03.813,93.000,images/frame_000093.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
94,2026-08-24T22:41:04.813,94.000,images/frame_000094.jpg,0.000000,0.000,-1.000,1.000000,0.900
95,2026-08-24T22:41:05.813,95.000,images/frame_000095.jpg,0.000000,0.000,-1.000,1.000000,0.900
96,2026-08-24T22:41:06.813,96.000,images/frame_000096.jpg,0.000000,0.000,-1.000,1.000000,0.900
97,2026-08-24T22:41:07.813,97.000,images/frame_000097.jpg,0.000000,0.000,-1.000,1.000000,0.900
98,2026-08-24T22:41:08.813,98.000,images/frame_000098.jpg,0.000000,0.000,-1.000,1.000000,0.900
99,2026-08-24T22:41:09.813,99.000,images/frame_000099.jpg,-0.733333,-22.000,-1.000,1.000000,0.900
100,2026-08-24T22:41:10.813,100.000,images/frame_000100.jpg,0.000000,0.000,-1.000,1.000000,0.900
101,2026-08-24T22:41:11.813,101.000,images/frame_000101.jpg,-0.584314,-17.529,-1.000,1.000000,0.900
102,2026-08-24T22:41:12.813,102.000,images/frame_000102.jpg,-0.121569,-3.647,-1.000,1.000000,0.900
103,2026-08-24T22:41:13.813,103.000,images/frame_000103.jpg,0.000000,0.000,-1.000,1.000000,0.900
104,2026-08-24T22:41:14.813,104.000,images/frame_000104.jpg,1.000000,30.000,-1.000,1.000000,0.900
105,2026-08-24T22:41:15.813,105.000,images/frame_000105.jpg,0.000000,0.000,-1.000,1.000000,0.900
106,2026-08-24T22:41:16.815,106.003,images/frame_000106.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
107,2026-08-24T22:41:17.813,107.000,images/frame_000107.jpg,0.000000,0.000,-1.000,1.000000,0.900
108,2026-08-24T22:41:18.813,108.000,images/frame_000108.jpg,0.000000,0.000,-1.000,1.000000,0.900
109,2026-08-24T22:41:19.813,109.000,images/frame_000109.jpg,-0.756863,-22.706,-1.000,1.000000,0.900
110,2026-08-24T22:41:20.813,110.000,images/frame_000110.jpg,0.000000,0.000,-1.000,1.000000,0.900
111,2026-08-24T22:41:21.813,111.000,images/frame_000111.jpg,0.000000,0.000,-1.000,1.000000,0.900
112,2026-08-24T22:41:22.813,112.000,images/frame_000112.jpg,0.000000,0.000,-1.000,1.000000,0.900
113,2026-08-24T22:41:23.813,113.000,images/frame_000113.jpg,0.000000,0.000,-1.000,1.000000,0.900
114,2026-08-24T22:41:24.813,114.000,images/frame_000114.jpg,0.000000,0.000,-1.000,1.000000,0.900
115,2026-08-24T22:41:25.813,115.000,images/frame_000115.jpg,0.000000,0.000,-1.000,1.000000,0.900
116,2026-08-24T22:41:26.813,116.000,images/frame_000116.jpg,0.000000,0.000,-1.000,1.000000,0.900
117,2026-08-24T22:41:27.813,117.000,images/frame_000117.jpg,0.000000,0.000,-1.000,1.000000,0.900
118,2026-08-24T22:41:28.813,118.000,images/frame_000118.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
119,2026-08-24T22:41:29.813,119.000,images/frame_000119.jpg,0.000000,0.000,-1.000,1.000000,0.900
120,2026-08-24T22:41:30.813,120.000,images/frame_000120.jpg,1.000000,30.000,-1.000,1.000000,0.900
121,2026-08-24T22:41:31.813,121.000,images/frame_000121.jpg,1.000000,30.000,-1.000,1.000000,0.900
122,2026-08-24T22:41:32.813,122.000,images/frame_000122.jpg,0.000000,0.000,-1.000,1.000000,0.900
123,2026-08-24T22:41:33.813,123.000,images/frame_000123.jpg,0.000000,0.000,-1.000,1.000000,0.900
124,2026-08-24T22:41:34.813,124.000,images/frame_000124.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
125,2026-08-24T22:41:35.813,125.000,images/frame_000125.jpg,0.000000,0.000,-1.000,1.000000,0.900
126,2026-08-24T22:41:36.813,126.000,images/frame_000126.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
127,2026-08-24T22:41:37.813,127.000,images/frame_000127.jpg,0.000000,0.000,-1.000,1.000000,0.900
128,2026-08-24T22:41:38.813,128.000,images/frame_000128.jpg,0.000000,0.000,-1.000,1.000000,0.900
129,2026-08-24T22:41:39.813,129.000,images/frame_000129.jpg,0.000000,0.000,-1.000,1.000000,0.900
130,2026-08-24T22:41:40.813,130.000,images/frame_000130.jpg,0.000000,0.000,-1.000,1.000000,0.900
131,2026-08-24T22:41:41.813,131.000,images/frame_000131.jpg,-0.458824,-13.765,-1.000,1.000000,0.900
132,2026-08-24T22:41:42.813,132.000,images/frame_000132.jpg,-0.874510,-26.235,-1.000,1.000000,0.900
133,2026-08-24T22:41:43.813,133.000,images/frame_000133.jpg,0.000000,0.000,-1.000,1.000000,0.900
134,2026-08-24T22:41:44.813,134.000,images/frame_000134.jpg,0.000000,0.000,-1.000,1.000000,0.900
135,2026-08-24T22:41:45.813,135.000,images/frame_000135.jpg,-0.419608,-12.588,-1.000,1.000000,0.900
136,2026-08-24T22:41:46.813,136.000,images/frame_000136.jpg,0.000000,0.000,-1.000,1.000000,0.900
137,2026-08-24T22:41:47.813,137.000,images/frame_000137.jpg,1.000000,30.000,-1.000,1.000000,0.900
138,2026-08-24T22:41:48.813,138.000,images/frame_000138.jpg,0.000000,0.000,-1.000,1.000000,0.900
139,2026-08-24T22:41:49.813,139.000,images/frame_000139.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
140,2026-08-24T22:41:50.813,140.000,images/frame_000140.jpg,0.000000,0.000,-1.000,1.000000,0.900
141,2026-08-24T22:41:51.813,141.000,images/frame_000141.jpg,0.000000,0.000,-1.000,1.000000,0.900
142,2026-08-24T22:41:52.813,142.000,images/frame_000142.jpg,0.000000,0.000,-1.000,1.000000,0.900
143,2026-08-24T22:41:53.813,143.001,images/frame_000143.jpg,-1.000000,-30.000,-1.000,1.000000,0.900
144,2026-08-24T22:41:54.813,144.000,images/frame_000144.jpg,0.000000,0.000,-1.000,1.000000,0.900
145,2026-08-24T22:41:55.813,145.000,images/frame_000145.jpg,0.000000,0.000,-1.000,1.000000,0.900
